date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:31:43	924/924	---M--	200	added ('OK')	image/png	etag:%22c1c438d-39c-514a9e6eeee00%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/bullet_boxed.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/bullet_boxed.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:43	743/743	---M--	200	added ('OK')	image/png	etag:%22c1c4398-2e7-514a9e7690000%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/navigdots.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/navigdots.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:44	1517/1517	---M--	200	added ('OK')	image/png	etag:%22c1c4395-5ed-514a9e74a7b80%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/large_left.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/large_left.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:44	1561/1561	---M--	200	added ('OK')	image/png	etag:%22c1c4396-619-514a9e74a7b80%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/large_right.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/large_right.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:45	670/670	---M--	200	added ('OK')	image/png	etag:%22c1c439d-29e-514a9e7c48d80%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/small_left.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/small_left.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:45	668/668	---M--	200	added ('OK')	image/png	etag:%22c1c439f-29c-514a9e7e31200%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/small_right.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/small_right.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:45	807/807	---M--	200	added ('OK')	image/png	etag:%22c1c4385-327-514a9e637d300%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/arrow_left.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/arrow_left.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:46	820/820	---M--	200	added ('OK')	image/png	etag:%22c1c4387-334-514a9e674dc00%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/arrow_right.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/arrow_right.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:46	846/846	---M--	200	added ('OK')	image/png	etag:%22c1c439e-34e-514a9e7c48d80%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/small_left_boxed.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/small_left_boxed.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:47	807/807	---M--	200	added ('OK')	image/png	etag:%22c1c43a0-327-514a9e7e31200%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/small_right_boxed.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/small_right_boxed.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:54	43543/43543	---M--	200	added ('OK')	image/png	etag:%22c1c4389-aa17-514a9e5dc4580%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/arrowleft.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/arrowleft.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
17:31:54	43719/43719	---M--	200	added ('OK')	image/png	etag:%22c1c438a-aac7-514a9e6194e80%22	http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/arrowright.png	C:/Users/HP/Desktop/company_project/sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/assets/arrowright.png	(from http://sbktcsociety.com/wp-content/plugins/revslider/rs-plugin/css/settings84bb.css)
